Ty Dolla $ign	Entergalactic
Mía Maestro	Diarios de motocicleta
Mía Maestro	Frida
Stella Maeve	The Runaways
Kika Magalhães	The Eyes of My Mother
Apti Magamaev	12
Mothusi Magano	Tsotsi
John Magaro	First Cow
John Magaro	My Soul to Take
John Magaro	Past Lives
John Magaro	War Machine
Ken Magee	Human Nature
Patrick Magee	A Clockwork Orange
Patrick Magee	Barry Lyndon
Pupella Maggio	Amarcord
Lamberto Maggiorani	Ladri di biciclette
Benoît Magimel	Forces spéciales
Benoît Magimel	La pianiste
Benoît Magimel	Les petits mouchoirs
Benoît Magimel	Les rivières pourpres 2 - Les anges de l'apocalypse
Anna Magnani	Mamma Roma
Anna Magnani	Roma città aperta
Olivia Magnani	Le conseguenze dell'amore
Andri Snær Magnason	Inside Job
Jack Magner	Amityville II: The Possession
Billy Magnussen	The Brass Teapot
Kate Magowan	A Lonely Place to Die
Kate Magowan	It's All Gone Pete Tong
Cassandra Magrath	Wolf Creek
Katie Maguire	All Hallows' Eve
Sean Maguire	Meet the Spartans
Tobey Maguire	Brothers
Tobey Maguire	Cats & Dogs
Tobey Maguire	Fear and Loathing in Las Vegas
Tobey Maguire	Pawn Sacrifice
Tobey Maguire	Pleasantville
Tobey Maguire	Ride with the Devil
Tobey Maguire	Seabiscuit
Tobey Maguire	Spider-Man
Tobey Maguire	Spider-Man 2
Tobey Maguire	Spider-Man 3
Tobey Maguire	The Cider House Rules
Tobey Maguire	The Good German
Tobey Maguire	The Great Gatsby
Tobey Maguire	Wonder Boys
Derek Magyar	No One Lives
Valerie Mahaffey	Sully
Thomas D. Mahard	Conviction
Bill Maher	House II: The Second Story
Bill Maher	Religulous
Joseph Maher	Funny Farm
Shantanu Maheshwari	Gangubai Kathiawadi
Atikur Rahman Mahi	Surongo
Hossein Mahjoub	Rang-e khoda
Sizo Mahlangu	The Red Sea Diving Resort
Ahmad Khan Mahmoodzada	The Kite Runner
John Mahoney	Primal Fear
John Mahoney	Say Anything...
John Mahoney	She's the One
John Mahoney	Suspect
Louis Mahoney	Shooting Dogs
Sarah Mahoney	Larry Crowne
Trezzo Mahoro	Operation Christmas Drop
Rita Maiden	Playtime
Robert Maillet	Becky
Deborah Mailman	The Sapphires
Marjorie Main	Heaven Can Wait
Saru Maini	72 Hoorain
Zoé De Grand Maison	A Christmas Horror Story
Gary Maitland	The Angels' Share
Rukmini Maitra	Sanak
Krzysztof Majchrzak	Inland Empire
Marusa Majer	A.I. Rising
Tina Majorino	Corrina, Corrina
Tina Majorino	Waterworld
Tina Majorino	When a Man Loves a Woman
Jonathan Majors	Captive State
Jonathan Majors	Creed III
Jonathan Majors	Da 5 Bloods
Jonathan Majors	Devotion
Jonathan Majors	The Harder They Fall
Jonathan Majors	The Last Black Man in San Francisco
Soham Majumdar	Dhamaka
Soham Majumdar	Kabir Singh
Chris Makepeace	My Bodyguard
Mohsen Makhmalbaf	Nema-ye Nazdik
Claude Maki	Brother
Yôko Maki	Soshite chichi ni naru
Yôko Maki	Umi yori mo mada fukaku
Wendy Makkena	Air Bud
Aleksey Maklakov	Mayor Grom: Chumnoy Doktor
Mako	Highlander III: The Sorcerer
Mako	Pacific Heights
Mako	Seven Years in Tibet
Mako	TMNT
Lawrence Makoare	Occupation: Rainfall
Sergey Makovetskiy	12
Sergey Makovetskiy	Brat 2
Antonina Maksimova	Ballada o soldate
Dragan Maksimovic	Lepa sela lepo gore
Mahima Makwana	Antim: The Final Truth
Patrick Malahide	Brideshead Revisited
Rick Malambri	Step Up 3D
Mariana Malamud	El aura
Zygmunt Malanowicz	Nóz w wodzie
Henrik Malberg	Ordet
Stanislas Carré de Malberg	Au revoir les enfants
Archbishop Petro Malchuk	Winter on Fire: Ukraine's Fight for Freedom
Paolo Malco	Quella villa accanto al cimitero
Romany Malco	Night School
Romany Malco	The 40 Year Old Virgin
Romany Malco	The Love Guru
Karl Malden	A Streetcar Named Desire
Karl Malden	Birdman of Alcatraz
Karl Malden	I Confess
Karl Malden	Il gatto a nove code
Karl Malden	On the Waterfront
Karl Malden	One-Eyed Jacks
Karl Malden	Patton
Karl Malden	Pollyanna
Karl Malden	The Cincinnati Kid
Rami Malek	Bohemian Rhapsody
Rami Malek	Buster's Mal Heart
Rami Malek	No Time to Die
Rami Malek	The Little Things
Agame Malembo-Emene	Entre les murs
Arthur Malet	The Secret of NIMH
Harshaali Malhotra	Bajrangi Bhaijaan
Kriti Malhotra	Dhobi Ghat
Pawan Malhotra	Bang Bang
Pawan Malhotra	Black Friday
Pawan Malhotra	OMG 2
Sanya Malhotra	Badhaai ho
Sanya Malhotra	Dangal
Sanya Malhotra	HIT: The First Case
Sanya Malhotra	Love Hostel
Sanya Malhotra	Meenakshi Sundareshwar
Sanya Malhotra	Pagglait
Sidharth Malhotra	Brothers
Sidharth Malhotra	Ek Villain
Sidharth Malhotra	Hasee Toh Phasee
Sidharth Malhotra	Ittefaq
Sidharth Malhotra	Mission Majnu
Sidharth Malhotra	Shershaah
Sidharth Malhotra	Student of the Year
Sidharth Malhotra	Thank God
Sofia Mali	Wonder Park
Xolani Mali	Hotel Rwanda
Humaima Malik	The Legend of Maula Jatt
Zayn Malik	One Direction: This Is Us
Kai-Peter Malina	Lore
Ross Malinger	Sleepless in Seattle
Hema Malini	Baghban
Hema Malini	Hey Ram
John Malkovich	Art School Confidential
John Malkovich	Ava
John Malkovich	Being John Malkovich
John Malkovich	Bird Box
John Malkovich	Bullet Head
John Malkovich	Burn After Reading
John Malkovich	Con Air
John Malkovich	Cut Bank
John Malkovich	Dangerous Liaisons
John Malkovich	Empire of the Sun
John Malkovich	Eragon
John Malkovich	In the Line of Fire
John Malkovich	Joan of Arc
John Malkovich	Johnny English
John Malkovich	Jonah Hex
John Malkovich	Mary Reilly
John Malkovich	Mile 22
John Malkovich	Of Mice and Men
John Malkovich	RED 2
John Malkovich	Ripley's Game
John Malkovich	Rounders
John Malkovich	Secretariat
John Malkovich	Shadow of the Vampire
John Malkovich	The Great Buck Howard
John Malkovich	The Killing Fields
John Malkovich	The Libertine
John Malkovich	The Man in the Iron Mask
John Malkovich	The Portrait of a Lady
John Malkovich	The Sheltering Sky
John Malkovich	Unlocked
John Malkovich	Warm Bodies
Søren Malling	Kapringen
Søren Malling	Krigen
Søren Malling	Mænd & høns
Jim Mallon	Mystery Science Theater 3000: The Movie
Matt Malloy	In the Company of Men
Dag Malmberg	Sea Fever
Birger Malmsten	Tystnaden
Bruce Malmuth	The Karate Kid Part II
Dorothy Malone	Written on the Wind
Jena Malone	Antebellum
Jena Malone	Donnie Darko
Jena Malone	For Love of the Game
Jena Malone	Life as a House
Jena Malone	Saved!
Jena Malone	Stepmom
Jena Malone	Sucker Punch
Jena Malone	The Dangerous Lives of Altar Boys
Jena Malone	The Messenger
Jena Malone	The Ruins
Rob Malone	Rogue Agent
John Maloof	Finding Vivian Maier
Jyoti Malshe	Tumbbad
Natassia Malthe	Skinwalkers
Oliver Maltman	Another Year
Oliver Maltman	Beast
Maluma	Marry Me
Vidya Malvade	Chak De! India
Amadu Mamadakov	Mongol
Mohamed Mamdouh	The Blue Elephant
Robert Mammone	The Condemned
Robert Mammone	The Great Raid
Mammootty	Bheeshmaparvam
Mammootty	Jana Gana Mana
Mammootty	Peranbu
Mammootty	Thalapathi
Pyotr Mamonov	Ostrov
Alex Man	Wong Gok ka moon
David Man	67th Street, New York, NY
Method Man	How High
Method Man	Keanu
Method Man	The Cobbler
Antonio Mancino	Berberian Sound Studio
Nick Mancuso	Rapid Fire
Rashmika Mandanna	Geetha Govindam
Rashmika Mandanna	Mission Majnu
Rashmika Mandanna	Pushpa: The Rise - Part 1
Rashmika Mandanna	Sita Ramam
Rashmika Mandanna	Varisu
Howie Mandel	Gremlins 2: The New Batch
Howie Mandel	Little Monsters
Rena Mandel	Vampyr
Michael Mando	The Hummingbird Project
Aasif Mandvi	Million Dollar Arm
Aasif Mandvi	The Internship
Costas Mandylor	Saw 3D
Costas Mandylor	Saw IV
Costas Mandylor	Saw V
Costas Mandylor	Saw VI
Tyler Mane	Halloween
Tyler Mane	Halloween II
Tyler Mane	Playing with Fire
Alexis Manenti	Les misérables
Marshall Manesh	A Girl Walks Home Alone at Night
Gaspard Manesse	Au revoir les enfants
Catherine Mangan	Altered
Joe Manganiello	Magic Mike XXL
Joe Manganiello	Smurfs: The Lost Village
Silvana Mangano	Teorema
Camryn Manheim	Return to Sender
Sunita Mani	Can You Keep a Secret?
Manik	Born Into Brothels: Calcutta's Red Light Kids
Onkar Das Manikpuri	Peepli [Live]
Cindy Manion	The Toxic Avenger
Sebastian Maniscalco	Green Book
Kelly Manison	Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono
Rizwan Manji	Paterson
Mahesh Manjrekar	Antim: The Final Truth
Mahesh Manjrekar	OMG: Oh My God!
Mahesh Manjrekar	Ready
Mahesh Manjrekar	Sarkaru Vaari Paata
Saiee Manjrekar	Dabangg 3
Saiee Manjrekar	Major
Blu Mankuma	Upside Down
Dudley Manlove	Plan 9 from Outer Space
Alakina Mann	The Others
Byron Mann	Red Corner
David Mann	Madea Goes to Jail
Gabriel Mann	Dominion: Prequel to the Exorcist
Gabriel Mann	High Art
Gabriel Mann	Josie and the Pussycats
Gregory Mann	Guillermo del Toro's Pinocchio
Hank Mann	Modern Times
Leslie Mann	17 Again
Leslie Mann	Blockers
Leslie Mann	Funny People
Leslie Mann	George of the Jungle
Leslie Mann	How to Be Single
Leslie Mann	I Love You Phillip Morris
Leslie Mann	Knocked Up
Leslie Mann	Mr. Peabody & Sherman
Leslie Mann	Stealing Harvard
Leslie Mann	The Cable Guy
Leslie Mann	The Change-Up
Leslie Mann	The Other Woman
Leslie Mann	This Is 40
Lisa Mann	Lilies of the Field
Terrence Mann	A Chorus Line
Terrence Mann	Critters 2
Thomas Mann	About Fate
Thomas Mann	Brain on Fire
Thomas Mann	Me and Earl and the Dying Girl
Thomas Mann	Project X
David Manners	Dracula
David Manners	The Black Cat
David Manners	The Mummy
Lucie Mannheim	The 39 Steps
Sarah Manninen	My Awkward Sexual Adventure
Taryn Manning	A Lot Like Love
Taryn Manning	Crossroads
Taryn Manning	Hustle & Flow
Taryn Manning	The Breed
Taryn Manning	The Vault
Erina Mano	Bleach: Burîchu
Predrag 'Miki' Manojlovic	Klopka
Predrag 'Miki' Manojlovic	Largo Winch
Predrag 'Miki' Manojlovic	Underground
Roland Manookian	Rise of the Footsoldier
Roland Manookian	The Football Factory
Mãlina Manovici	Bacalaureat
Beatrice Manowski	Nekromantik
Avin Manshadi	Under the Shadow
Héléna Manson	Le corbeau
Marilyn Manson	Bowling for Columbine
Gia Mantegna	Emergo
Gia Mantegna	Unaccompanied Minors
Joe Mantegna	Alice
Joe Mantegna	Baby's Day Out
Joe Mantegna	Body of Evidence
Joe Mantegna	Edmond
Joe Mantegna	Forget Paris
Joe Mantegna	House of Games
Joe Mantegna	Searching for Bobby Fischer
Joe Mantegna	Thinner
Joe Mantegna	Up Close & Personal
Michael Mantell	Ocean's Thirteen
Konstantina Mantelos	Anything for Jackson
Jason Mantzoukas	The House
Robert Manuel	Du rififi chez les hommes
Lesley Manville	All or Nothing
Lesley Manville	Another Year
Lesley Manville	Maleficent
Lesley Manville	Mrs. Harris Goes to Paris
Lesley Manville	Phantom Thread
Lesley Manville	Womb
Linda Manz	Days of Heaven
Paco Manzanedo	[REC] 4: Apocalipsis
Sonia Manzano	Godmothered
William Mapother	Another Earth
William Mapother	The Grudge
Adele Mara	Sands of Iwo Jima
Kate Mara	127 Hours
Kate Mara	Chappaquiddick
Kate Mara	Fantastic Four
Kate Mara	Man Down
Kate Mara	Megan Leavey
Kate Mara	Morgan
Kate Mara	The Martian
Kate Mara	Transsiberian
Mary Mara	Love Potion No. 9
Rooney Mara	A Ghost Story
Rooney Mara	A Nightmare on Elm Street
Rooney Mara	Ain't Them Bodies Saints
Rooney Mara	Carol
Rooney Mara	Don't Worry, He Won't Get Far on Foot
Rooney Mara	Her
Rooney Mara	Lion
Rooney Mara	Mary Magdalene
Rooney Mara	Pan
Rooney Mara	Side Effects
Rooney Mara	Song to Song
Rooney Mara	The Girl with the Dragon Tattoo
Rooney Mara	The Social Network
Rooney Mara	Trash
Rooney Mara	Una
Rooney Mara	Women Talking
Diego Maradona	Diego Maradona
Jean Marais	Fantômas
Jean Marais	La Belle et la Bête
Jean Marais	Orphée
Andree Maranda	The Toxic Avenger
Arash Marandi	A Girl Walks Home Alone at Night
Arash Marandi	Under the Shadow
Laura Marano	The Perfect Date
Laura Marano	The Royal Treatment
Christophe Maratier	J'accuse
Brian Marc	White Girl
Sophie Marceau	Alex & Emma
Sophie Marceau	Braveheart
Sophie Marceau	La boum
Sophie Marceau	The World Is Not Enough
Adam Marcello	Katy Perry: Part of Me
Fredric March	A Star Is Born
Fredric March	Dr. Jekyll and Mr. Hyde
Fredric March	Hombre
Fredric March	Inherit the Wind
Fredric March	Seven Days in May
Fredric March	The Best Years of Our Lives
Fredric March	The Desperate Hours
Jane March	Color of Night
Jane March	L'amant
Corinne Marchand	Cléo de 5 à 7
Nancy Marchand	Sabrina
Paul Marco	Plan 9 from Outer Space
André Marcon	L'avenir
Andrea Marcovicci	The Stuff
Adam Marcus	Momentum
Richard Marcus	Enemy Mine
Stephen Marcus	Interview with a Hitman
Steven Marcus	Stanley Kubrick: A Life in Pictures
Victoria De Mare	The Prototype
Juan Margallo	Campeones
Gilles Margaritis	L'Atalante
Bam Margera	Jackass 3D
Bam Margera	Jackass Number Two
Bam Margera	Jackass: The Movie
Janet Margolin	Take the Money and Run
Mark Margolis	Pi
Mark Margolis	The Wrestler
Miriam Margolyes	Babe
Miriam Margolyes	The Man Who Invented Christmas
David Margulies	Nine 1/2 Weeks
Julianna Margulies	City Island
Julianna Margulies	Dinosaur
Julianna Margulies	Ghost Ship
Julianna Margulies	Snakes on a Plane
Julianna Margulies	Stand Up Guys
Milan Maric	Rane
Milan Maric	Toma
Xolo Maridueña	Blue Beetle
Lisa Marie	We Are Still Here
Natalie Eva Marie	Hard Kill
Eli Marienthal	The Iron Giant
Marietta	Eo
Garance Marillier	Grave
Garance Marillier	Titane
Cheech Marin	Cheech and Chong's Next Movie
Cheech Marin	Desperado
Cheech Marin	Oliver & Company
Cheech Marin	Paulie
Cheech Marin	Tin Cup
Cheech Marin	Up in Smoke
Christian Marin	Le gendarme de Saint-Tropez
Anamaria Marinca	4 luni, 3 saptamâni si 2 zile
Anamaria Marinca	Five Minutes of Heaven
Anamaria Marinca	You Won't Be Alone
Luca Marinelli	Lo chiamavano Jeeg Robot
Lori Marino	Seaspiracy
Nicolas Marié	Micmacs à tire-larigot
Zana Marjanovic	In the Land of Blood and Honey
James Quinn Markey	The Hole in the Ground
Rory Markham	Setup
Nadezhda Markina	Elena
Karl Markovics	Die Fälscher
John Marley	Faces
John Marley	Love Story
John Marley	The Car
Rita Marley	Marley
Ziggy Marley	Marley
Brit Marling	Another Earth
Brit Marling	Arbitrage
Brit Marling	I Origins
Brit Marling	Sound of My Voice
Brit Marling	The Company You Keep
Brit Marling	The East
Bérénice Marlohe	5 to 7
Hugh Marlowe	Night and the City
Hugh Marlowe	The Day the Earth Stood Still
Hugh Marlowe	Twelve O'Clock High
Pio Marmaï	Les trois mousquetaires: D'Artagnan
Percy Marmont	Young and Innocent
Derrick De Marney	Young and Innocent
Marc Maron	The Bad Guys
Kelli Maroney	Chopping Mall
Kelli Maroney	Night of the Comet
Michael C. Maronna	Slackers
Peter Marquardt	El mariachi
Christopher Marquette	The Invisible
Bruna Marquezine	Blue Beetle
Jo Marr	Sneakers
Kenneth Mars	The Producers
Kenneth Mars	What's Up, Doc?
Eddie Marsan	Atomic Blonde
Eddie Marsan	Fair Play
Eddie Marsan	Filth
Eddie Marsan	The Disappearance of Alice Creed
Eddie Marsan	The Professor and the Madman
Eddie Marsan	Vesper
Eddie Marsan	X+Y
Faye Marsay	A Private War
James Marsden	27 Dresses
James Marsden	Bachelorette
James Marsden	Cats & Dogs: The Revenge of Kitty Galore
James Marsden	Disturbing Behavior
James Marsden	Enchanted
James Marsden	Gossip
James Marsden	Hop
James Marsden	Interstate 60: Episodes of the Road
James Marsden	Into the Grizzly Maze
James Marsden	Kaguya-hime no monogatari
James Marsden	Sex Drive
James Marsden	Sonic the Hedgehog
James Marsden	Sonic the Hedgehog 2
James Marsden	Straw Dogs
James Marsden	Superman Returns
James Marsden	The Best of Me
James Marsden	The Boss Baby: Family Business
James Marsden	The Box
James Marsden	The D Train
James Marsden	The Loft
James Marsden	Unfinished Business
James Marsden	Walk of Shame
James Marsden	Welcome to Me
Jason Marsden	A Goofy Movie
Matthew Marsden	Atlas Shrugged: Part I
Matthew Marsden	Rambo
Jean Marsh	Return to Oz
Jean Marsh	The Changeling
Jean Marsh	Willow
Mae Marsh	Intolerance: Love's Struggle Throughout the Ages
Mae Marsh	The Birth of a Nation
Matthew Marsh	Bad Company
Alan Marshal	House on Haunted Hill
Brenda Marshall	The Sea Hawk
E.G. Marshall	Creepshow
E.G. Marshall	The Chase
Garry Marshall	Chicken Little
Herbert Marshall	Foreign Correspondent
Herbert Marshall	The Fly
Herbert Marshall	The Letter
Herbert Marshall	The Little Foxes
Herbert Marshall	Trouble in Paradise
James Marshall	Gladiator
Ken Marshall	Krull
Kris Marshall	A Few Best Men
Ruth Marshall	Casino Jack
Sean Marshall	Pete's Dragon
Steve Marshall	Night of the Creeps
Logan Marshall-Green	Devil
Logan Marshall-Green	Intrusion
Logan Marshall-Green	Lou
Logan Marshall-Green	Prometheus
Logan Marshall-Green	Sand Castle
Logan Marshall-Green	The Invitation
Logan Marshall-Green	Upgrade
Cristina Marsillach	Opera
James Marsters	Dragonball Evolution
Jaeden Martell	It
Jaeden Martell	Metal Lords
Jaeden Martell	Mr. Harrigan's Phone
Jaeden Martell	St. Vincent
Jaeden Martell	The Book of Henry
Jaeden Martell	The Lodge
Manuela Martelli	Machuca
Barbara Marten	The Turning
Andrea Martin	Little Italy
Anne-Marie Martin	Prom Night
Celina Martin	Level 16
Christopher Martin	House Party
Dean Martin	Airport
Dean Martin	Cannonball Run II
Dean Martin	Ocean's Eleven
Dean Martin	Rio Bravo
Dean Martin	The Sons of Katie Elder
Demetri Martin	Taking Woodstock
Duane Martin	Above the Rim
Ivan Martin	Hollywood Ending
Jean Martin	Il mio nome è Nessuno
Jean Martin	La battaglia di Algeri
Jose Conejo Martin	The Tax Collector
Kellie Martin	A Goofy Movie
Lori Martin	Cape Fear
Marsai Martin	Little
Michael Martin	In the Company of Men
Millicent Martin	Alfie
Robert B. Martin Jr.	Slackers
Stacy Martin	Archive
Stacy Martin	Nymphomaniac: Vol. I
Stacy Martin	Vox Lux
Steve Martin	All of Me
Steve Martin	Bowfinger
Steve Martin	Bringing Down the House
Steve Martin	Cheaper by the Dozen
Steve Martin	Cheaper by the Dozen 2
Steve Martin	Dead Men Don't Wear Plaid
Steve Martin	Dirty Rotten Scoundrels
Steve Martin	Fantasia 2000
Steve Martin	Father of the Bride
Steve Martin	Father of the Bride Part II
Steve Martin	Grand Canyon
Steve Martin	Home
Steve Martin	Housesitter
Steve Martin	It's Complicated
Steve Martin	L.A. Story
Steve Martin	Leap of Faith
Steve Martin	Looney Tunes: Back in Action
Steve Martin	Love the Coopers
Steve Martin	Mixed Nuts
Steve Martin	My Blue Heaven
Steve Martin	Novocaine
Steve Martin	Parenthood
Steve Martin	Planes, Trains & Automobiles
Steve Martin	Roxanne
Steve Martin	Sgt. Bilko
Steve Martin	Shopgirl
Steve Martin	The Big Year
Steve Martin	The Jerk
Steve Martin	The Man with Two Brains
Steve Martin	The Out-of-Towners
Steve Martin	The Pink Panther
Steve Martin	The Pink Panther 2
Steve Martin	The Spanish Prisoner
Steve Martin	Three Amigos!
Strother Martin	Butch Cassidy and the Sundance Kid
Strother Martin	Cool Hand Luke
Strother Martin	Hard Times
Strother Martin	Slap Shot
Strother Martin	The Ballad of Cable Hogue
Strother Martin	Up in Smoke
Stuart Martin	Army of Thieves
Margo Martindale	Management
Margo Martindale	Secretariat
Miku Martineau	Kate
Elsa Martinelli	Hatari!
Adrian Martinez	Focus
Adrian Martinez	White Girl
Minerva Martinez	Life Is a Dream
Natalie Martinez	Self/less
Olivier Martinez	Blood and Chocolate
Olivier Martinez	The Physician
Olivier Martinez	Unfaithful
Pilades Victoria Martinez	Life Is a Dream
Vanessa Martinez	Flamin' Hot
Lora Martinez-Cunningham	Finch
Anneli Martini	Aniara
Max Martini	Eli
Max Martini	Redbelt
Max Martini	Spectral
Stefanie Martini	Crooked House
Sophia Di Martino	Yesterday
Jean-Pierre Martins	La horde
Michael Martire	The Brown Bunny
Diego Martín	[Rec]³: Génesis
Carmiña Martínez	Pájaros de verano
Fele Martínez	Abre los ojos
Fele Martínez	La mala educación
Fele Martínez	Los amantes del Círculo Polar
Fele Martínez	Tesis
Ismael Martínez	[Rec]³: Génesis
Mario Iván Martínez	Como agua para chocolate
Nacho Martínez	La ley del deseo
Nacho Martínez	Matador
Nicolás Martínez	Aftershock
Oscar Martínez	Competencia oficial
Oscar Martínez	El ciudadano ilustre
Petra Martínez	Mientras duermes
María Marull	Relatos salvajes
Elizabeth Marvel	Swallow
Elizabeth Marvel	The Meyerowitz Stories (New and Selected)
Lee Marvin	Cat Ballou
Lee Marvin	Gorky Park
Lee Marvin	Paint Your Wagon
Lee Marvin	Point Blank
Lee Marvin	The Big Red One
Lee Marvin	The Delta Force
Lee Marvin	The Dirty Dozen
Lee Marvin	The Man Who Shot Liberty Valance
Lee Marvin	The Professionals
Lee Marvin	The Wild One
Emil Marwa	Doghouse
Chico Marx	A Day at the Races
Chico Marx	A Night at the Opera
Chico Marx	Animal Crackers
Chico Marx	Duck Soup
Chico Marx	Horse Feathers
Chico Marx	Monkey Business
Groucho Marx	A Day at the Races
Groucho Marx	A Night at the Opera
Groucho Marx	Animal Crackers
Groucho Marx	Duck Soup
Groucho Marx	Horse Feathers
Groucho Marx	Monkey Business
Harpo Marx	A Day at the Races
Harpo Marx	A Night at the Opera
Harpo Marx	Animal Crackers
Harpo Marx	Duck Soup
Harpo Marx	Horse Feathers
Harpo Marx	Monkey Business
Zeppo Marx	Duck Soup
George Maryan	Kaithi
Damien Marzette	The Fast and the Furious: Tokyo Drift
Franca Marzi	Le notti di Cabiria
Joseph Mascolo	Jaws 2
Giulietta Masina	Giulietta degli spiriti
Giulietta Masina	La strada
Giulietta Masina	Le notti di Cabiria
Marie Maskell	The Perfection
Neil Maskell	In Darkness
Neil Maskell	Kill List
Neil Maskell	Open Windows
Tatiana Maslany	Destroyer
Tatiana Maslany	Ginger Snaps: Unleashed
Tatiana Maslany	Stronger
